underlying_symbol,underlying_price,flags,option_symbol,type,expiration,data_date,strike,last,bid,ask,mid,volume,open_interest,t1_open_interest,iv_mean,iv_bid,iv_ask,delta,gamma,theta,vega,aka,my_implied_vol,my_delta,my_vega,my_theta,variation,dly_opt_pnl,ttd_opt_pnl,dly_dh_pnl,ttd_dh_pnl,dly_opt_mid_pnl,ttd_opt_mid_pnl,dly_tot_pnl,dly_tot_mid_pnl,ttd_tot_pnl,ttd_tot_mid_pnl
SPY,223.52000427246094,NA,NA,call,2016-12-30,2016-12-30,229,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.1,0.009999999776482582,0.10999999940395355,-0.004201923446186516,-0.11047467837138493,0.004999999888241291,0.11499999836087227,0.005798076330296066,7.980764420547747e-4,-4.746789674313773e-4,0.004525319989487339
SPY,223.52000427246094,*,SPY170106C00227000,call,2017-01-06,2016-12-30,227,0.14000000059604645,0.12999999523162842,0.14000000059604645,0.13499999791383743,12855,10928,10928,0.09200000017881393,0.09109999984502792,0.09300000220537186,0.10480000078678131,0.06700000166893005,-14.3996000289917,5.345799922943115,"SPY170106C00227000",0.09883704692923018,0.10248854778532074,0.05029429783507668,-0.062136748442476915,0.1,-0.01000000536441803,-0.01000000536441803,0,0,0,0,-0.01000000536441803,0,-0.01000000536441803,0
SPY,225.13999938964844,*,SPY170106C00227000,call,2017-01-06,2017-01-03,227,0.2199999988079071,0.23000000417232513,0.23999999463558197,0.23499999940395355,7634,15529,18515,0.11949999630451202,0.1185000017285347,0.12049999833106995,0.19779999554157257,0.12929999828338623,-47.24449920654297,5.006199836730957,"SPY170106C00227000",0.0835338377122296,0.20466291447219803,0.06977304693678964,-0.09714017299175942,0.1,-0.09999999403953552,-0.10999999940395355,0.16603094697985737,0.16603094697985737,-0.10000000149011612,-0.10000000149011612,0.06603095294032185,0.06603094548974126,0.05603094757590382,0.06603094548974126
SPY,226.52999877929688,*,SPY170106C00227000,call,2017-01-06,2017-01-04,227,0.3700000047683716,0.3700000047683716,0.3799999952316284,0.375,15545,18515,0,0.09929999709129333,0.10450000315904617,0.10639999806880951,0.3684000074863434,0.27730000019073486,-71.01329803466797,5.162099838256836,"SPY170106C00227000",0.0750631586062971,0.36359988936852217,0.07573581869592527,-0.14212424427375003,0.1,-0.14000000059604645,-0.25,0.28448132620002564,0.450512273179883,-0.14000000059604645,-0.24000000208616257,0.1444813256039792,0.1444813256039792,0.20051227317988302,0.21051227109372045
SPY,226.33999633789062,*,SPY170106C00227000,call,2017-01-06,2017-01-05,227,0.1599999964237213,0.1599999964237213,0.17000000178813934,0.16499999910593033,31334,24027,0,0.15119999647140503,0.14900000393390656,0.1535000056028366,0.26339998841285706,0.3156999945640564,-185.50010681152344,2.2335000038146973,"SPY170106C00227000",0.06953874084380605,0.27191171316859847,0.04732145268833456,-0.1645337117423263,0.1,0.20999999344348907,-0.040000006556510925,-0.06908486667506161,0.38142740650482143,0.21000000089406967,-0.030000001192092896,0.14091512676842746,0.14091513421900806,0.3414273999483105,0.35142740531272854
SPY,227.25,*,SPY170106C00227000,call,2017-01-06,2017-01-06,227,0.33000001311302185,0.25,0.25,0.25,76481,30613,0,0.30000001192092896,0,0,1,0,0,0,"SPY170106C00227000",0,1,0,0,0.1,-0.07999999821186066,-0.12000000476837158,0.24744065475385857,0.62886806125868,-0.08500000089406967,-0.11500000208616257,0.1674406565419979,0.1624406538597889,0.5088680564903084,0.5138680591725174
SPY,227.25,*,SPY170113C00230500,call,2017-01-13,2017-01-06,230.5,0.10999999940395355,0.10999999940395355,0.12999999523162842,0.11999999731779099,4122,2830,0,0.08340000361204147,0.08150000125169754,0.0851999968290329,0.10189999639987946,0.07129999995231628,-13.034000396728516,5.325300216674805,"SPY170113C00230500",0.07668546832999197,0.10297013363342622,0.05741533943271294,-0.044029221937230474,0.1,-0.019999995827674866,-0.019999995827674866,0,0,0,0,-0.019999995827674866,0,-0.019999995827674866,0
SPY,226.52000427246094,*,SPY170113C00230500,call,2017-01-13,2017-01-09,230.5,0.05000000074505806,0.029999999329447746,0.03999999910593033,0.03499999921768904,415,5198,0,0.10320000350475311,0.1006999984383583,0.10580000281333923,0.039900001138448715,0.03849999979138374,-10.613699913024902,1.8621000051498413,"SPY170113C00230500",0.07670333529352157,0.03978041321941439,0.02449370842302734,-0.02348436412191524,0.1,0.08999999612569809,0.07000000029802322,-0.07516775761652746,-0.07516775761652746,0.08499999810010195,0.08499999810010195,0.014832238509170634,0.009832240483574492,-0.005167757318504232,0.009832240483574492
SPY,226.47999572753906,*,SPY170113C00230500,call,2017-01-13,2017-01-10,230.5,0.029999999329447746,0.019999999552965164,0.029999999329447746,0.024999999441206455,343,5350,5643,0.11699999868869781,0.11259999871253967,0.12139999866485596,0.030799999833106995,0.03280000016093254,-11.595800399780273,1.2594000101089478,"SPY170113C00230500",0.08560504783887596,0.030509889542182755,0.017051283480079574,-0.02432793230044079,0.1,0.009999999776482582,0.0800000000745058,-0.0015915564492996908,-0.07675931406582714,0.009999999776482582,0.09499999787658453,0.008408443327182892,0.008408443327182892,0.0032406860086786615,0.018240683810757385
SPY,227.0308074951172,*,SPY170113C00230500,call,2017-01-13,2017-01-11,230.5,0.019999999552965164,0.009999999776482582,0.019999999552965164,0.014999999664723873,495,5643,6008,0.125,0.11840000003576279,0.1316000074148178,0.02280000038444996,0.031599998474121094,-12.764399528503418,0.7429999709129333,"SPY170113C00230500",0.08230412939307283,0.024030733312805586,0.011442332729145492,-0.023543780837454568,0.1,0.009999999776482582,0.08999999985098839,0.016805206187343033,-0.05995410787848411,0.009999999776482582,0.10499999765306711,0.026805205963825615,0.026805205963825615,0.030045891972504277,0.045045889774583
SPY,226.55079650878906,*,SPY170113C00230500,call,2017-01-13,2017-01-12,230.5,0.009999999776482582,0,0.009999999776482582,0.004999999888241291,37,6008,6030,0.18459999561309814,0,0.26489999890327454,0.0010000000474974513,0.0026000000070780516,-2.309499979019165,0.02280000038444996,"SPY170113C00230500",0.1161028539308645,0.009026210812402513,0.003477579103042444,-0.02018784293167818,0.1,0.009999999776482582,0.09999999962747097,-0.01153501599966794,-0.07148912387815205,0.009999999776482582,0.1149999974295497,-0.0015350162231853575,-0.0015350162231853575,0.028510875749318917,0.04351087355139764
SPY,227.0399932861328,*,SPY170113C00230500,call,2017-01-13,2017-01-13,230.5,0.009999999776482582,0,0,0,41,6030,0,0.30000001192092896,0,0,0,0,0,0,"SPY170113C00230500",0,0,0,0,0.1,0.009999999776482582,0.10999999940395355,0.004415593241052621,-0.06707353063709943,0.004999999888241291,0.11999999731779099,0.014415593017535203,0.009415593129293912,0.04292646876685412,0.05292646668069155
SPY,227.0399932861328,*,SPY170120C00230000,call,2017-01-20,2017-01-13,230,0.10999999940395355,0.10999999940395355,0.11999999731779099,0.11499999836087227,60479,330268,0,0.0771000012755394,0.07609999924898148,0.07800000160932541,0.10509999841451645,0.07890000194311142,-12.336400032043457,5.44320011138916,"SPY170120C00230000",0.08014161830682812,0.10518793964660517,0.05209356917045559,-0.052185786708737504,0.1,-0.009999997913837433,-0.009999997913837433,0,0,0,0,-0.009999997913837433,0,-0.009999997913837433,0
SPY,226.27999877929688,*,SPY170120C00230000,call,2017-01-20,2017-01-17,230,0.05000000074505806,0.03999999910593033,0.05000000074505806,0.044999999925494194,27613,356702,381551,0.1225999966263771,0.11990000307559967,0.12520000338554382,0.049300000071525574,0.04600000008940697,-17.799699783325195,1.8444000482559204,"SPY170120C00230000",0.08875771289749167,0.049405412812528804,0.025228366616677895,-0.03732020201726267,0.1,0.06999999657273293,0.05999999865889549,-0.07994225631681005,-0.07994225631681005,0.06999999843537807,0.06999999843537807,-0.009942259744077128,-0.009942257881431979,-0.01994225765791456,-0.009942257881431979
SPY,226.75,*,SPY170120C00230000,call,2017-01-20,2017-01-18,230,0.03999999910593033,0.029999999329447746,0.03999999910593033,0.03499999921768904,10937,381551,371372,0.13850000500679016,0.1348000019788742,0.14219999313354492,0.04540000110864639,0.0502999983727932,-24.897199630737305,1.307800054550171,"SPY170120C00230000",0.09387283163120647,0.045047219845615494,0.01916400331643305,-0.04497448141758505,0.1,0.010000001639127731,0.07000000029802322,0.02322060433123035,-0.0567216519855797,0.010000000707805157,0.07999999914318323,0.033220605970358086,0.03322060503903551,0.013278348312443525,0.023278347157603532
SPY,226.00999450683594,*,SPY170120C00230000,call,2017-01-20,2017-01-19,230,0.019999999552965164,0.009999999776482582,0.019999999552965164,0.014999999664723873,12400,371372,361955,0.2825999855995178,0.2678999900817871,0.2971999943256378,0.020500000566244125,0.025599999353289604,-52.26860046386719,0.3375000059604645,"SPY170120C00230000",0.1344054633562715,0.021243330213453926,0.0072568511883618425,-0.04876802232396413,0.1,0.019999999552965164,0.08999999985098839,-0.03333519013752464,-0.09005684212310434,0.019999999552965164,0.0999999986961484,-0.013335190584559474,-0.013335190584559474,-5.684227211595616e-5,0.009943156573044051
SPY,226.74000549316406,*,SPY170120C00230000,call,2017-01-20,2017-01-20,230,0.009999999776482582,0,0,0,7286,361955,0,0.30000001192092896,0,0,0,0,0,0,"SPY170120C00230000",0,0,0,0,0.1,0.019999999552965164,0.10999999940395355,0.01550786444201756,-0.07454897768108679,0.014999999664723873,0.11499999836087227,0.03550786399498272,0.03050786410674143,0.035451021722866766,0.04045102067978548
SPY,226.74000549316406,*,SPY170127C00229500,call,2017-01-27,2017-01-20,229.5,0.09000000357627869,0.09000000357627869,0.10000000149011612,0.0950000025331974,9686,7297,11533,0.06970000267028809,0.06870000064373016,0.0706000030040741,0.09790000319480896,0.08299999684095383,-10.588700294494629,5.15939998626709,"SPY170127C00229500",0.06714409151742366,0.09494433554800208,0.053939865177469466,-0.03621743243913504,0.1,-0.009999997913837433,-0.009999997913837433,0,0,0,0,-0.009999997913837433,0,-0.009999997913837433,0
SPY,226.1699981689453,*,SPY170127C00229500,call,2017-01-27,2017-01-23,229.5,0.03999999910593033,0.03999999910593033,0.05000000074505806,0.044999999925494194,907,11533,11827,0.09399999678134918,0.09189999848604202,0.09600000083446503,0.05350000038743019,0.05350000038743019,-12.222599983215332,2.3510000705718994,"SPY170127C00229500",0.0699023929811115,0.053584480798789635,0.03106293102047877,-0.027142165141733322,0.1,0.05000000074505806,0.04000000283122063,-0.054118966655443815,-0.054118966655443815,0.05000000260770321,0.05000000260770321,-0.004118965910385755,-0.004118964047740606,-0.014118963824223188,-0.004118964047740606
SPY,227.60079956054688,*,SPY170127C00229500,call,2017-01-27,2017-01-24,229.5,0.10999999940395355,0.10000000149011612,0.10999999940395355,0.10500000044703484,2483,11827,12388,0.09049999713897705,0.08919999748468399,0.09179999679327011,0.12800000607967377,0.12710000574588776,-27.259599685668945,3.8090999126434326,"SPY170127C00229500",0.0670937170283622,0.12694294696614195,0.05166936042352978,-0.0577781574548794,0.1,-0.05999999865889549,-0.019999995827674866,0.07666874969515541,0.0225497830397116,-0.06000000052154064,-0.009999997913837433,0.01666875103625992,0.016668749173614772,0.002549787212036733,0.012549785125874166
SPY,229.5500030517578,*,SPY170127C00229500,call,2017-01-27,2017-01-25,229.5,0.5199999809265137,0.5,0.5099999904632568,0.5049999952316284,58827,12388,42546,0.08590000122785568,0.08500000089406967,0.0868000015616417,0.5206000208854675,0.3343000113964081,-66.20899963378906,5.527500152587891,"SPY170127C00229500",0.06559347925302422,0.4830222267354395,0.08147015177832116,-0.1335977677603011,0.1,-0.3999999910593033,-0.41999998688697815,0.24743763541100877,0.2699874184507204,-0.3999999947845936,-0.409999992698431,-0.1525623556482945,-0.1525623593735848,-0.15001256843625776,-0.14001257424771063
SPY,229.3300018310547,*,SPY170127C00229500,call,2017-01-27,2017-01-26,229.5,0.3100000023841858,0.3100000023841858,0.3199999928474426,0.3149999976158142,36635,42546,53319,0.14239999651908875,0.1404999941587448,0.14419999718666077,0.4332999885082245,0.3986000120639801,-213.55380249023438,2.726099967956543,"SPY170127C00229500",0.0649603026393877,0.4474303966931758,0.05714279236583693,-0.18560065428722294,0.1,0.1899999976158142,-0.22999998927116394,-0.1062654795085383,0.16372193894218207,0.1899999976158142,-0.2199999950826168,0.0837345181072759,0.0837345181072759,-0.06627805032898187,-0.05627805614043474
SPY,228.99000549316406,*,SPY170127C00229500,call,2017-01-27,2017-01-27,229.5,0.009999999776482582,0,0,0,33236,53319,0,0.30000001192092896,0,0,0,0,0,0,"SPY170127C00229500",0,0,0,0,0.1,0.3199999928474426,0.09000000357627869,-0.1521246963366294,0.011597242605552671,0.3149999976158142,0.0950000025331974,0.16787529651081323,0.16287530127918481,0.10159724618183136,0.10659724513875007
SPY,228.99000549316406,*,SPY170203C00232000,call,2017-02-03,2017-01-27,232,0.12999999523162842,0.11999999731779099,0.12999999523162842,0.1249999962747097,2986,6392,7497,0.07909999787807465,0.07829999923706055,0.07999999821186066,0.10920000076293945,0.07840000092983246,-13.111000061035156,5.640399932861328,"SPY170203C00232000",0.07331165981982427,0.11001332620766391,0.06067736697277997,-0.04448358486271086,0.1,-0.009999997913837433,-0.009999997913837433,0,0,0,0,-0.009999997913837433,0,-0.009999997913837433,0
SPY,227.60000610351562,*,SPY170203C00232000,call,2017-02-03,2017-01-30,232,0.03999999910593033,0.029999999329447746,0.03999999910593033,0.03499999921768904,970,7497,7138,0.11110000312328339,0.10790000110864639,0.11420000344514847,0.03680000081658363,0.0333000011742115,-10.732099533081055,1.7503000497817993,"SPY170203C00232000",0.08372594192290625,0.03673158225496059,0.023056182337691238,-0.024130007292118415,0.1,0.08999999612569809,0.07999999821186066,-0.15291845628184728,-0.15291845628184728,0.08999999705702066,0.08999999705702066,-0.06291846015614919,-0.06291845922482661,-0.07291845806998662,-0.06291845922482661
SPY,227.50999450683594,*,SPY170203C00232000,call,2017-02-03,2017-01-31,232,0.019999999552965164,0.009999999776482582,0.019999999552965164,0.014999999664723873,147,7138,7080,0.11720000207424164,0.11140000075101852,0.12290000170469284,0.01899999938905239,0.021800000220537186,-7.788899898529053,0.8449000120162964,"SPY170203C00232000",0.08380843316316992,0.01969539760039013,0.011871395934430849,-0.016582051545404583,0.1,0.019999999552965164,0.09999999776482582,-0.003306268367340279,-0.15622472464918755,0.019999999552965164,0.10999999660998583,0.016693731185624887,0.016693731185624887,-0.056224726884361725,-0.04622472803920172
SPY,227.64999389648438,*,SPY170203C00232000,call,2017-02-03,2017-02-01,232,0.009999999776482582,0.009999999776482582,0.019999999552965164,0.014999999664723873,998,7080,7361,0.1509000062942505,0.14339999854564667,0.15839999914169312,0.01940000057220459,0.022700000554323196,-13.445899963378906,0.6488000154495239,"SPY170203C00232000",0.1022871054306567,0.01976515859710054,0.00972286001384398,-0.02486308018308938,0.1,0,0.09999999776482582,0.002757343642937919,-0.15346738100624963,0,0.10999999660998583,0.002757343642937919,0.002757343642937919,-0.053467383241423805,-0.0434673843962638
SPY,227.77000427246094,*,SPY170203C00232000,call,2017-02-03,2017-02-02,232,0.009999999776482582,0,0.009999999776482582,0.004999999888241291,64,7361,7335,0.17309999465942383,0,0.2793999910354614,1.9999999494757503e-4,6.99999975040555e-4,-0.5440000295639038,0.00570000009611249,"SPY170203C00232000",0.12234071305303149,0.008554196371575506,0.003335607993783763,-0.020404033021244865,0.1,0.009999999776482582,0.1099999975413084,0.0023720241144744225,-0.15109535689177522,0.009999999776482582,0.11999999638646841,0.012372023890957005,0.012372023890957005,-0.04109535935046682,-0.031095360505306813
SPY,229.35000610351562,*,SPY170203C00232000,call,2017-02-03,2017-02-03,232,0.009999999776482582,0,0,0,184,7335,0,0.30000001192092896,0,0,0,0,0,0,"SPY170203C00232000",0,0,0,0,0.1,0.009999999776482582,0.11999999731779099,0.013515645930290664,-0.13757971096148455,0.004999999888241291,0.1249999962747097,0.023515645706773246,0.018515645818531955,-0.017579713643693567,-0.012579714686774851
SPY,229.35000610351562,*,SPY170210C00232000,call,2017-02-10,2017-02-03,232,0.10000000149011612,0.10000000149011612,0.10999999940395355,0.10500000044703484,6286,3215,6845,0.06859999895095825,0.06769999861717224,0.06949999928474426,0.10620000213384628,0.0885000005364418,-11.205699920654297,5.540500164031982,"SPY170210C00232000",0.06374140201399697,0.10675982746184859,0.059470397776117914,-0.03790726532579843,0.1,-0.009999997913837433,-0.009999997913837433,0,0,0,0,-0.009999997913837433,0,-0.009999997913837433,0
SPY,228.97000122070312,*,SPY170210C00232000,call,2017-02-10,2017-02-06,232,0.05000000074505806,0.03999999910593033,0.05000000074505806,0.044999999925494194,4522,6845,8308,0.08619999885559082,0.08429999649524689,0.08810000121593475,0.05700000002980232,0.06069999933242798,-11.95680046081543,2.504699945449829,"SPY170210C00232000",0.06525807915452116,0.05620770000522762,0.03264739549746775,-0.02663132899453385,0.1,0.05999999865889549,0.05000000074505806,-0.04056925572372249,-0.04056925572372249,0.06000000052154064,0.06000000052154064,0.019430742935173002,0.01943074479781815,0.00943074502133557,0.01943074479781815
SPY,228.9600067138672,*,SPY170210C00232000,call,2017-02-10,2017-02-07,232,0.029999999329447746,0.029999999329447746,0.03999999910593033,0.03499999921768904,24437,8308,24258,0.0982000008225441,0.09560000151395798,0.10090000182390213,0.04769999906420708,0.05530000105500221,-14.081100463867188,1.81850004196167,"SPY170210C00232000",0.07085559185673024,0.04778920204410175,0.02485733306925703,-0.029354684110034664,0.1,0.010000001639127731,0.06000000238418579,-5.617682419345717e-4,-0.041131023965657064,0.010000000707805157,0.0700000012293458,0.00943823339719316,0.009438232465870585,0.018868978418528727,0.028868977263688735
SPY,229.24000549316406,*,SPY170210C00232000,call,2017-02-10,2017-02-08,232,0.019999999552965164,0.009999999776482582,0.019999999552965164,0.014999999664723873,311,24258,24573,0.10270000249147415,0.09650000184774399,0.10890000313520432,0.027499999850988388,0.04450000077486038,-12.394100189208984,0.8769999742507935,"SPY170210C00232000",0.06886348370458831,0.027880478979240175,0.013077578219428728,-0.022514189865227727,0.1,0.019999999552965164,0.08000000193715096,0.013380918235920214,-0.027750105729736848,0.019999999552965164,0.09000000078231096,0.03338091778888538,0.03338091778888538,0.052249896207414104,0.06224989505257411
SPY,230.57000732421875,*,SPY170210C00232000,call,2017-02-10,2017-02-09,232,0.03999999910593033,0.03999999910593033,0.05000000074505806,0.044999999925494194,54651,24573,29420,0.11339999735355377,0.14839999377727509,0.15800000727176666,0.035999998450279236,0.10000000149011612,-34.259300231933594,0.5504000186920166,"SPY170210C00232000",0.07509668608357065,0.08931922691259508,0.023449231412272144,-0.08804797851342024,0.1,-0.030000001192092896,0.05000000074505806,0.03708108809307116,0.009330982363334312,-0.03000000026077032,0.06000000052154064,0.0070810869009782645,0.007081087832300839,0.05933098310839237,0.06933098288487495
SPY,231.49000549316406,*,SPY170210C00232000,call,2017-02-10,2017-02-10,232,0.009999999776482582,0,0,0,47050,29420,0,0.30000001192092896,0,0,0,0,0,0,"SPY170210C00232000",0,0,0,0,0.1,0.05000000074505806,0.10000000149011612,0.08217352521119836,0.09150450757453267,0.044999999925494194,0.10500000044703484,0.13217352595625642,0.12717352513669256,0.19150450906464878,0.1965045080215675
SPY,231.49000549316406,*,SPY170217C00234500,call,2017-02-17,2017-02-10,234.5,0.11999999731779099,0.11999999731779099,0.12999999523162842,0.1249999962747097,4883,11325,13354,0.07829999923706055,0.07739999890327454,0.07909999787807465,0.10939999669790268,0.07840000092983246,-13.148099899291992,5.710700035095215,"SPY170217C00234500",0.07369100932163261,0.10860318086839615,0.06075666736129109,-0.04477220140872234,0.1,-0.009999997913837433,-0.009999997913837433,0,0,0,0,-0.009999997913837433,0,-0.009999997913837433,0
SPY,232.6802978515625,*,SPY170217C00234500,call,2017-02-17,2017-02-13,234.5,0.23000000417232513,0.23000000417232513,0.23999999463558197,0.23499999940395355,10346,13354,15216,0.09539999812841415,0.09459999948740005,0.09610000252723694,0.20059999823570251,0.13220000267028809,-33.05910110473633,6.236499786376953,"SPY170217C00234500",0.06915695166801013,0.20656934000067795,0.08372112392268283,-0.07237372150890578,0.1,-0.10999999940395355,-0.11999999731779099,0.12926953628541532,0.12926953628541532,-0.11000000312924385,-0.11000000312924385,0.01926953688146177,0.01926953315617147,0.009269538967624336,0.01926953315617147
SPY,233.70970153808594,*,SPY170217C00234500,call,2017-02-17,2017-02-14,234.5,0.3400000035762787,0.3400000035762787,0.3499999940395355,0.3449999988079071,5319,15216,16359,0.08860000222921371,0.08780000358819962,0.0892999991774559,0.3215000033378601,0.21639999747276306,-47.177398681640625,6.695199966430664,"SPY170217C00234500",0.06343792497225022,0.32677203199834043,0.09200403887189637,-0.09727575525165592,0.1,-0.10999999940395355,-0.22999999672174454,0.21264324011941127,0.3419127764048266,-0.10999999940395355,-0.2200000025331974,0.10264324071545772,0.10264324071545772,0.11191277968308205,0.12191277387162919
SPY,234.88999938964844,*,SPY170217C00234500,call,2017-02-17,2017-02-15,234.5,0.9800000190734863,0.9800000190734863,1,0.9900000095367432,32068,16359,22732,0.1370999962091446,0.13529999554157257,0.1388999968767166,0.5828999876976013,0.2004999965429306,-105.39939880371094,5.540999889373779,"SPY170217C00234500",0.08044767359646059,0.6323847177380082,0.07889971466364744,-0.15868246230287458,0.1,-0.6500000059604645,-0.880000002682209,0.38568832731835373,0.7276011037231803,-0.6450000107288361,-0.8650000132620335,-0.26431167864211075,-0.25931168341048233,-0.1523988989590287,-0.13739890953885314
