underlying,expiration,trade_date,implied_forward,bid_swap_rate,ask_swap_rate,mid_swap_rate
SPY,2017-11-17,2017-11-16,258.52499998807906,0.09533894187158665,0.096799565097216,0.09607202933269375
SPY,2017-11-17,2017-11-17,257.8699951171875,0,0,0
SPY,2017-11-24,2017-11-17,257.9979999989271,0.06771276102756302,0.06933010413888872,0.06852620427940327
SPY,2017-11-24,2017-11-20,258.24700000584124,0.06771276102756302,0.06933010413888872,0.06852620427940327
SPY,2017-11-24,2017-11-21,259.87600000724194,0.06771276102756302,0.06933010413888872,0.06852620427940327
SPY,2017-11-24,2017-11-22,259.67500000186266,0.06771276102756302,0.06933010413888872,0.06852620427940327
SPY,2017-11-24,2017-11-24,260.3599853515625,0,0,0
SPY,2017-12-01,2017-11-24,260.3810000032187,0.0636281443256837,0.06656559016022175,0.06511343388160636
SPY,2017-12-01,2017-11-27,260.4049999892712,0.0636281443256837,0.06656559016022175,0.06511343388160636
SPY,2017-12-01,2017-11-28,262.8349999934435,0.0636281443256837,0.06656559016022175,0.06511343388160636
SPY,2017-12-01,2017-11-29,262.77000000327826,0.0636281443256837,0.06656559016022175,0.06511343388160636
SPY,2017-12-01,2017-11-30,264.39500000476835,0.0636281443256837,0.06656559016022175,0.06511343388160636
SPY,2017-12-01,2017-12-01,264.4599914550781,0,0,0
SPY,2017-12-08,2017-12-01,264.66700001358987,0.10380706551219303,0.10541604311249358,0.10461464762581729
SPY,2017-12-08,2017-12-04,264.15000001192095,0.10380706551219303,0.10541604311249358,0.10461464762581729
SPY,2017-12-08,2017-12-05,263.2669999986887,0.10380706551219303,0.10541604311249358,0.10461464762581729
SPY,2017-12-08,2017-12-06,263.1970000088215,0.10380706551219303,0.10541604311249358,0.10461464762581729
SPY,2017-12-08,2017-12-07,264.08200000971556,0.10380706551219303,0.10541604311249358,0.10461464762581729
SPY,2017-12-08,2017-12-08,265.4800109863281,0,0,0
SPY,2017-12-15,2017-12-08,264.75600000619886,0.08494459826367341,0.08678905308802881,0.08587177798931832
SPY,2017-12-15,2017-12-11,265.763999992609,0.08494459826367341,0.08678905308802881,0.08587177798931832
SPY,2017-12-15,2017-12-12,266.3020000040531,0.08494459826367341,0.08678905308802881,0.08587177798931832
SPY,2017-12-15,2017-12-13,266.1069999873638,0.08494459826367341,0.08678905308802881,0.08587177798931832
SPY,2017-12-15,2017-12-14,264.8499999932945,0.08494459826367341,0.08678905308802881,0.08587177798931832
SPY,2017-12-15,2017-12-15,266.5299987792969,0,0,0
SPY,2017-12-22,2017-12-15,267.0129999995232,0.0734051778621184,0.07509262600554187,0.07425369558943655
SPY,2017-12-22,2017-12-18,268.31899999380113,0.0734051778621184,0.07509262600554187,0.07425369558943655
SPY,2017-12-22,2017-12-19,267.43599998652934,0.0734051778621184,0.07509262600554187,0.07425369558943655
SPY,2017-12-22,2017-12-20,267.05000001192093,0.0734051778621184,0.07509262600554187,0.07425369558943655
SPY,2017-12-22,2017-12-21,267.61499999016524,0.0734051778621184,0.07509262600554187,0.07425369558943655
SPY,2017-12-22,2017-12-22,267.489990234375,0,0,0
SPY,2017-12-29,2017-12-22,267.5119999974966,0.06676208422551479,0.06900412570713738,0.06789236059653968
SPY,2017-12-29,2017-12-26,267.3759999856353,0.06676208422551479,0.06900412570713738,0.06789236059653968
SPY,2017-12-29,2017-12-27,267.5849999791011,0.06676208422551479,0.06900412570713738,0.06789236059653968
SPY,2017-12-29,2017-12-28,267.7650000076741,0.06676208422551479,0.06900412570713738,0.06789236059653968
SPY,2017-12-29,2017-12-29,266.94000244140625,0,0,0
SPY,2018-01-05,2017-12-29,266.35100001096725,0.08203156119369093,0.08468543267270763,0.08336905762583009
SPY,2018-01-05,2018-01-02,268.6540000140667,0.08203156119369093,0.08468543267270763,0.08336905762583009
SPY,2018-01-05,2018-01-03,270.4809999987483,0.08203156119369093,0.08468543267270763,0.08336905762583009
SPY,2018-01-05,2018-01-04,271.56399999409916,0.08203156119369093,0.08468543267270763,0.08336905762583009
SPY,2018-01-05,2018-01-05,273.3999938964844,0,0,0
SPY,2018-01-12,2018-01-05,273.3509999960661,0.0628922387005875,0.06443024902009485,0.06366588834518493
SPY,2018-01-12,2018-01-08,273.9939999967813,0.0628922387005875,0.06443024902009485,0.06366588834518493
SPY,2018-01-12,2018-01-09,274.44800001084803,0.0628922387005875,0.06443024902009485,0.06366588834518493
SPY,2018-01-12,2018-01-10,274.2310000061989,0.0628922387005875,0.06443024902009485,0.06366588834518493
SPY,2018-01-12,2018-01-11,276.0930000126362,0.0628922387005875,0.06443024902009485,0.06366588834518493
SPY,2018-01-12,2018-01-12,277.94000244140625,0,0,0
SPY,2018-01-19,2018-01-12,278.099000030756,0.08733256151087275,0.08920998037301267,0.08827626209294229
SPY,2018-01-19,2018-01-16,277.42400001883505,0.08733256151087275,0.08920998037301267,0.08827626209294229
SPY,2018-01-19,2018-01-17,279.5049999833107,0.08733256151087275,0.08920998037301267,0.08827626209294229
SPY,2018-01-19,2018-01-18,279.2129999831319,0.08733256151087275,0.08920998037301267,0.08827626209294229
SPY,2018-01-19,2018-01-19,280.3900146484375,0,0,0
SPY,2018-01-26,2018-01-19,280.52599999904635,0.09090799381135142,0.0925070856377354,0.09171102505149535
SPY,2018-01-26,2018-01-22,282.8479999780655,0.09090799381135142,0.0925070856377354,0.09171102505149535
SPY,2018-01-26,2018-01-23,283.19699999690056,0.09090799381135142,0.0925070856377354,0.09171102505149535
SPY,2018-01-26,2018-01-24,283.18000000715256,0.09090799381135142,0.0925070856377354,0.09171102505149535
SPY,2018-01-26,2018-01-25,283.3319999963045,0.09090799381135142,0.0925070856377354,0.09171102505149535
SPY,2018-01-26,2018-01-26,286.55999755859375,0,0,0
SPY,2018-02-02,2018-01-26,286.6259999990463,0.09235569495815871,0.09484494706831702,0.09360859569397545
SPY,2018-02-02,2018-01-29,284.91499998569486,0.09235569495815871,0.09484494706831702,0.09360859569397545
SPY,2018-02-02,2018-01-30,281.9680000305176,0.09235569495815871,0.09484494706831702,0.09360859569397545
SPY,2018-02-02,2018-01-31,282.05999997258186,0.09235569495815871,0.09484494706831702,0.09360859569397545
SPY,2018-02-02,2018-02-01,281.7759999901056,0.09235569495815871,0.09484494706831702,0.09360859569397545
SPY,2018-02-02,2018-02-02,275.510009765625,0,0,0
SPY,2018-02-09,2018-02-02,275.6810000181198,0.16749770298227543,0.17024859709110693,0.16887875135112262
SPY,2018-02-09,2018-02-05,262.7019999980927,0.16749770298227543,0.17024859709110693,0.16887875135112262
SPY,2018-02-09,2018-02-06,268.8130000114441,0.16749770298227543,0.17024859709110693,0.16887875135112262
SPY,2018-02-09,2018-02-07,267.33500002622606,0.16749770298227543,0.17024859709110693,0.16887875135112262
SPY,2018-02-09,2018-02-08,259.1289999961853,0.16749770298227543,0.17024859709110693,0.16887875135112262
SPY,2018-02-09,2018-02-09,261.739990234375,0,0,0
SPY,2018-02-16,2018-02-09,262.18399991989133,0.24311202518789718,0.24957089849848463,0.24636262923615432
SPY,2018-02-16,2018-02-12,265.21299998760225,0.24311202518789718,0.24957089849848463,0.24636262923615432
SPY,2018-02-16,2018-02-13,266.00999997854234,0.24311202518789718,0.24957089849848463,0.24636262923615432
SPY,2018-02-16,2018-02-14,269.63300000429155,0.24311202518789718,0.24957089849848463,0.24636262923615432
SPY,2018-02-16,2018-02-15,272.9729999959469,0.24311202518789718,0.24957089849848463,0.24636262923615432
SPY,2018-02-16,2018-02-16,273.1600036621094,0,0,0
SPY,2018-02-23,2018-02-16,273.10399997234344,0.1787759375901453,0.18164317554168366,0.1802152589018233
SPY,2018-02-23,2018-02-20,271.2819999814034,0.1787759375901453,0.18164317554168366,0.1802152589018233
SPY,2018-02-23,2018-02-21,269.7369999885559,0.1787759375901453,0.18164317554168366,0.1802152589018233
SPY,2018-02-23,2018-02-22,270.8200000137091,0.1787759375901453,0.18164317554168366,0.1802152589018233
SPY,2018-02-23,2018-02-23,274.6499938964844,0,0,0
SPY,2018-03-02,2018-02-23,274.7499999880791,0.12718042528942178,0.12912507349119595,0.12815643795944268
SPY,2018-03-02,2018-02-26,278.1020000219345,0.12718042528942178,0.12912507349119595,0.12815643795944268
SPY,2018-03-02,2018-02-27,274.8009999752045,0.12718042528942178,0.12912507349119595,0.12815643795944268
SPY,2018-03-02,2018-02-28,271.7039999961853,0.12718042528942178,0.12912507349119595,0.12815643795944268
SPY,2018-03-02,2018-03-01,268.0509999871254,0.12718042528942178,0.12912507349119595,0.12815643795944268
SPY,2018-03-02,2018-03-02,269.1000061035156,0,0,0
SPY,2018-03-09,2018-03-02,269.24099999666214,0.17299394556503364,0.17655775288537426,0.17478493256870098
SPY,2018-03-09,2018-03-05,271.94299998283384,0.17299394556503364,0.17655775288537426,0.17478493256870098
SPY,2018-03-09,2018-03-06,272.67500002384185,0.17299394556503364,0.17655775288537426,0.17478493256870098
SPY,2018-03-09,2018-03-07,272.4780000090599,0.17299394556503364,0.17655775288537426,0.17478493256870098
SPY,2018-03-09,2018-03-08,274.13000001311303,0.17299394556503364,0.17655775288537426,0.17478493256870098
SPY,2018-03-09,2018-03-09,278.760009765625,0,0,0
SPY,2018-03-16,2018-03-09,277.96000000238416,0.13031665640026394,0.13215535561359626,0.13123922613437747
SPY,2018-03-16,2018-03-12,277.93199998140335,0.13031665640026394,0.13215535561359626,0.13123922613437747
SPY,2018-03-16,2018-03-13,276.20500000715253,0.13031665640026394,0.13215535561359626,0.13123922613437747
SPY,2018-03-16,2018-03-14,274.33499999046325,0.13031665640026394,0.13215535561359626,0.13123922613437747
SPY,2018-03-16,2018-03-15,274.54200000464914,0.13031665640026394,0.13215535561359626,0.13123922613437747
SPY,2018-03-16,2018-03-16,274.2200012207031,0,0,0
SPY,2018-03-23,2018-03-16,274.6540000081062,0.12160606221749687,0.12297334560754034,0.12229161479422308
SPY,2018-03-23,2018-03-19,270.6390000224113,0.12160606221749687,0.12297334560754034,0.12229161479422308
SPY,2018-03-23,2018-03-20,271.0779999732971,0.12160606221749687,0.12297334560754034,0.12229161479422308
SPY,2018-03-23,2018-03-21,270.58200001120565,0.12160606221749687,0.12297334560754034,0.12229161479422308
SPY,2018-03-23,2018-03-22,263.7929999947548,0.12160606221749687,0.12297334560754034,0.12229161479422308
SPY,2018-03-23,2018-03-23,258.0150146484375,0,0,0
SPY,2018-03-29,2018-03-23,258.55799996852875,0.2827816080813554,0.28759005964998113,0.28519596795761065
SPY,2018-03-29,2018-03-26,264.8969999551773,0.2827816080813554,0.28759005964998113,0.28519596795761065
SPY,2018-03-29,2018-03-27,261.06800000071524,0.2827816080813554,0.28759005964998113,0.28519596795761065
SPY,2018-03-29,2018-03-28,259.84900001883506,0.2827816080813554,0.28759005964998113,0.28519596795761065
SPY,2018-03-29,2018-03-29,263.42999267578125,0,0,0
SPY,2018-04-06,2018-03-29,263.34800000190734,0.20177384906068313,0.20430171322916005,0.2030417151635758
SPY,2018-04-06,2018-04-02,257.3360000610352,0.20177384906068313,0.20430171322916005,0.2030417151635758
SPY,2018-04-06,2018-04-03,260.55799998044967,0.20177384906068313,0.20430171322916005,0.2030417151635758
SPY,2018-04-06,2018-04-04,263.77599999904635,0.20177384906068313,0.20430171322916005,0.2030417151635758
SPY,2018-04-06,2018-04-05,265.72999997138976,0.20177384906068313,0.20430171322916005,0.2030417151635758
SPY,2018-04-06,2018-04-06,259.70001220703125,0,0,0
SPY,2018-04-13,2018-04-06,260.02199997901914,0.22314052930545186,0.22571472323391448,0.22443131700286373
SPY,2018-04-13,2018-04-09,260.8449999332428,0.22314052930545186,0.22571472323391448,0.22443131700286373
SPY,2018-04-13,2018-04-10,264.98099999427797,0.22314052930545186,0.22571472323391448,0.22443131700286373
SPY,2018-04-13,2018-04-11,263.766000020504,0.22314052930545186,0.22571472323391448,0.22443131700286373
SPY,2018-04-13,2018-04-12,265.8619999885559,0.22314052930545186,0.22571472323391448,0.22443131700286373
SPY,2018-04-13,2018-04-13,265.1099853515625,0,0,0
SPY,2018-04-20,2018-04-13,265.24000002145766,0.15266938241892491,0.15439886901984629,0.15353656092733026
SPY,2018-04-20,2018-04-16,267.5920000255108,0.15266938241892491,0.15439886901984629,0.15353656092733026
SPY,2018-04-20,2018-04-17,270.22499998807905,0.15266938241892491,0.15439886901984629,0.15353656092733026
SPY,2018-04-20,2018-04-18,270.46099997758864,0.15266938241892491,0.15439886901984629,0.15353656092733026
SPY,2018-04-20,2018-04-19,268.7519999921322,0.15266938241892491,0.15439886901984629,0.15353656092733026
SPY,2018-04-20,2018-04-20,266.6600036621094,0,0,0
SPY,2018-04-27,2018-04-20,266.8319999456406,0.1530480829185467,0.15533395473657957,0.15419525475699325
SPY,2018-04-27,2018-04-23,266.97400000095365,0.1530480829185467,0.15533395473657957,0.15419525475699325
SPY,2018-04-27,2018-04-24,263.3599999785423,0.1530480829185467,0.15533395473657957,0.15419525475699325
SPY,2018-04-27,2018-04-25,264.0410000026226,0.1530480829185467,0.15533395473657957,0.15419525475699325
SPY,2018-04-27,2018-04-26,267.0009999990463,0.1530480829185467,0.15533395473657957,0.15419525475699325
SPY,2018-04-27,2018-04-27,266.5799865722656,0,0,0
SPY,2018-05-04,2018-04-27,266.92800002098085,0.13016694801921438,0.13152207110602473,0.13084626388371792
SPY,2018-05-04,2018-04-30,264.441000020504,0.13016694801921438,0.13152207110602473,0.13084626388371792
SPY,2018-05-04,2018-05-01,265.1759999990463,0.13016694801921438,0.13152207110602473,0.13084626388371792
SPY,2018-05-04,2018-05-02,262.87300000190737,0.13016694801921438,0.13152207110602473,0.13084626388371792
SPY,2018-05-04,2018-05-03,262.8939999938011,0.13016694801921438,0.13152207110602473,0.13084626388371792
SPY,2018-05-04,2018-05-04,265.9200134277344,0,0,0
SPY,2018-05-11,2018-05-04,266.0629999756813,0.12727862712703866,0.12894725037841595,0.12811565537337277
SPY,2018-05-11,2018-05-07,266.98900001049043,0.12727862712703866,0.12894725037841595,0.12811565537337277
SPY,2018-05-11,2018-05-08,266.84900001883506,0.12727862712703866,0.12894725037841595,0.12811565537337277
SPY,2018-05-11,2018-05-09,269.60000000596045,0.12727862712703866,0.12894725037841595,0.12811565537337277
SPY,2018-05-11,2018-05-10,271.8810000032187,0.12727862712703866,0.12894725037841595,0.12811565537337277
SPY,2018-05-11,2018-05-11,272.6400146484375,0,0,0
SPY,2018-05-18,2018-05-11,272.75700001716615,0.10048783628775432,0.10170209737546601,0.10109678989058773
SPY,2018-05-18,2018-05-14,272.83899998664856,0.10048783628775432,0.10170209737546601,0.10109678989058773
SPY,2018-05-18,2018-05-15,271.12399998903277,0.10048783628775432,0.10170209737546601,0.10109678989058773
SPY,2018-05-18,2018-05-16,272.2930000066757,0.10048783628775432,0.10170209737546601,0.10109678989058773
SPY,2018-05-18,2018-05-17,271.96599999964235,0.10048783628775432,0.10170209737546601,0.10109678989058773
SPY,2018-05-18,2018-05-18,271.3399963378906,0,0,0
SPY,2018-05-25,2018-05-18,271.4629999756813,0.10362200480159979,0.10504065561626087,0.10433374145356018
SPY,2018-05-25,2018-05-21,273.39900000691415,0.10362200480159979,0.10504065561626087,0.10433374145356018
SPY,2018-05-25,2018-05-22,272.66900000572207,0.10362200480159979,0.10504065561626087,0.10433374145356018
SPY,2018-05-25,2018-05-23,273.3189999967814,0.10362200480159979,0.10504065561626087,0.10433374145356018
SPY,2018-05-25,2018-05-24,272.8570000112057,0.10362200480159979,0.10504065561626087,0.10433374145356018
SPY,2018-05-25,2018-05-25,272.2099914550781,0,0,0
SPY,2018-06-01,2018-05-25,272.1530000090599,0.10923284488364206,0.1114216874796766,0.11033269425286533
SPY,2018-06-01,2018-05-29,269.3189999580383,0.10923284488364206,0.1114216874796766,0.11033269425286533
SPY,2018-06-01,2018-05-30,272.56999999284744,0.10923284488364206,0.1114216874796766,0.11033269425286533
SPY,2018-06-01,2018-05-31,270.9339999884367,0.10923284488364206,0.1114216874796766,0.11033269425286533
SPY,2018-06-01,2018-06-01,273.6099853515625,0,0,0
SPY,2018-06-08,2018-06-01,273.63900000453,0.09710597503399268,0.0993253252734139,0.098221918704462
SPY,2018-06-08,2018-06-04,274.9350000023842,0.09710597503399268,0.0993253252734139,0.098221918704462
SPY,2018-06-08,2018-06-05,275.38599999547006,0.09710597503399268,0.0993253252734139,0.098221918704462
SPY,2018-06-08,2018-06-06,277.5149999976158,0.09710597503399268,0.0993253252734139,0.098221918704462
SPY,2018-06-08,2018-06-07,277.7580000087619,0.09710597503399268,0.0993253252734139,0.098221918704462
SPY,2018-06-08,2018-06-08,278.2200012207031,0,0,0
SPY,2018-06-15,2018-06-08,277.62699999809263,0.11378044418143278,0.11548112687479513,0.11463393943853772
SPY,2018-06-15,2018-06-11,277.8430000245571,0.11378044418143278,0.11548112687479513,0.11463393943853772
SPY,2018-06-15,2018-06-12,278.16300001144407,0.11378044418143278,0.11548112687479513,0.11463393943853772
SPY,2018-06-15,2018-06-13,277.3820000231266,0.11378044418143278,0.11548112687479513,0.11463393943853772
SPY,2018-06-15,2018-06-14,278.00000000447034,0.11378044418143278,0.11548112687479513,0.11463393943853772
SPY,2018-06-15,2018-06-15,277.0299987792969,0,0,0
SPY,2018-06-22,2018-06-15,277.2510000050068,0.08970416763927413,0.09142242821504258,0.0905673729126268
SPY,2018-06-22,2018-06-18,276.7539999961853,0.08970416763927413,0.09142242821504258,0.0905673729126268
SPY,2018-06-22,2018-06-19,275.3469999849796,0.08970416763927413,0.09142242821504258,0.0905673729126268
SPY,2018-06-22,2018-06-20,276.0720000177622,0.08970416763927413,0.09142242821504258,0.0905673729126268
SPY,2018-06-22,2018-06-21,274.1840000063181,0.08970416763927413,0.09142242821504258,0.0905673729126268
SPY,2018-06-22,2018-06-22,274.760009765625,0,0,0
SPY,2018-06-29,2018-06-22,275.16499997377394,0.11002946112281728,0.11186666863093839,0.11095186763989538
SPY,2018-06-29,2018-06-25,275,0.11002946112281728,0.11186666863093839,0.11095186763989538
SPY,2018-06-29,2018-06-26,275,0.11002946112281728,0.11186666863093839,0.11095186763989538
SPY,2018-06-29,2018-06-27,275,0.11002946112281728,0.11186666863093839,0.11095186763989538
SPY,2018-06-29,2018-06-28,270.93699998259547,0.11002946112281728,0.11186666863093839,0.11095186763989538
SPY,2018-06-29,2018-06-29,271.3399963378906,0,0,0
SPY,2018-07-06,2018-06-29,271.75499999523163,0.13885604545598046,0.14112870242579542,0.1399969856962321
SPY,2018-07-06,2018-07-02,272.02799998521806,0.13885604545598046,0.14112870242579542,0.1399969856962321
SPY,2018-07-06,2018-07-03,270.58200001120565,0.13885604545598046,0.14112870242579542,0.1399969856962321
SPY,2018-07-06,2018-07-05,273.0260000258684,0.13885604545598046,0.14112870242579542,0.1399969856962321
SPY,2018-07-06,2018-07-06,275.3599853515625,0,0,0
SPY,2018-07-13,2018-07-06,275.50599997639654,0.10187730824082913,0.10371330927602204,0.10279940772052315
SPY,2018-07-13,2018-07-09,277.9839999914169,0.10187730824082913,0.10371330927602204,0.10279940772052315
SPY,2018-07-13,2018-07-10,278.98599999248984,0.10187730824082913,0.10371330927602204,0.10279940772052315
SPY,2018-07-13,2018-07-11,276.93399999439714,0.10187730824082913,0.10371330927602204,0.10279940772052315
SPY,2018-07-13,2018-07-12,279.1669999867678,0.10187730824082913,0.10371330927602204,0.10279940772052315
SPY,2018-07-13,2018-07-13,279.55999755859375,0,0,0
SPY,2018-07-20,2018-07-13,279.6880000054836,0.08634733250217433,0.08783833494567878,0.08709602435321116
SPY,2018-07-20,2018-07-16,279.4229999780655,0.08634733250217433,0.08783833494567878,0.08709602435321116
SPY,2018-07-20,2018-07-17,280.51200002133845,0.08634733250217433,0.08783833494567878,0.08709602435321116
SPY,2018-07-20,2018-07-18,281.0729999989271,0.08634733250217433,0.08783833494567878,0.08709602435321116
SPY,2018-07-20,2018-07-19,279.9340000063181,0.08634733250217433,0.08783833494567878,0.08709602435321116
SPY,2018-07-20,2018-07-20,279.7200012207031,0,0,0
SPY,2018-07-27,2018-07-20,279.81600002646445,0.09153314831563253,0.09333553291515834,0.09243873361618545
SPY,2018-07-27,2018-07-23,280.45299998521807,0.09153314831563253,0.09333553291515834,0.09243873361618545
SPY,2018-07-27,2018-07-24,281.544999986887,0.09153314831563253,0.09333553291515834,0.09243873361618545
SPY,2018-07-27,2018-07-25,283.96300000548365,0.09153314831563253,0.09333553291515834,0.09243873361618545
SPY,2018-07-27,2018-07-26,283.19799999296663,0.09153314831563253,0.09333553291515834,0.09243873361618545
SPY,2018-07-27,2018-07-27,281.4599914550781,0,0,0
